Test prediction MAE is:  51.2383829436 , NMSE is: 0.246832790342
target_datetime, predicted_value, real_value, training_MAE, predicting_MAE
2015/12/13 00:15,405.57770698718912,358.99335000000002,14.301111109680114,21.894276289386802
2015/12/13 00:30,270.41196389412573,345.24963000000002,83.07085723983093,56.63139707618247
2015/12/13 00:45,342.05123387549628,327.20706000000001,40.525189065457475,23.028751447489363
2015/12/13 01:00,261.97355504232104,316.47235000000001,45.09761572633708,37.86487226863942
2015/12/13 01:15,271.06443751697731,303.28316999999998,62.55032242060043,55.86078564134827
2015/12/13 01:30,264.22689794148062,293.33334000000002,32.537618940239014,18.174192823078776
2015/12/13 01:45,190.1125011747192,287.17779999999999,117.2060493853199,98.12353320606476
2015/12/13 02:00,287.83419558602691,287.48117000000002,31.643289615966182,16.92434292419869
2015/12/13 02:15,258.9696141960556,286.51904000000002,36.644869557999606,16.46141181528756
2015/12/13 02:30,296.47226925091229,283.79656999999997,15.326766094556605,3.8418580703622554
2015/12/13 02:45,297.62635258479474,282.04687999999999,7.759160950087278,6.762430687376454
2015/12/13 03:00,280.11451040370503,278.77017000000001,8.954167322309788,5.378239179548584
2015/12/13 03:15,270.6116950573383,280.16665999999998,38.93098215984061,24.919772646088326
2015/12/13 03:30,325.1751887287777,282.12407999999999,11.094542767928196,13.77967442459184
2015/12/13 03:45,254.30721810923185,280.49495999999999,39.2292208878108,26.51354816078136
2015/12/13 04:00,190.91006732942813,278.63317999999998,95.98836659933276,74.49845921477437
2015/12/13 04:15,258.17344118601949,278.98259999999999,61.293104976304534,63.023384560601265
2015/12/13 04:30,184.43624220930943,284.56894,121.88640520991198,109.21721123639534
2015/12/13 04:45,283.36772129469165,292.64980000000003,38.34602997514926,15.945559572813275
2015/12/13 05:00,326.64489842712879,301.96017000000001,9.477924265757785,6.382009783293919
2015/12/13 05:15,360.11679819415536,324.98284999999998,14.716392311743222,9.53752189691402
2015/12/13 05:30,351.65147329019334,338.56830000000002,11.136147437846752,9.495164110210009
2015/12/13 05:45,411.63006589728298,359.73433999999997,27.54415616541315,32.03311050156591
2015/12/13 06:00,433.28333704957163,367.18552,24.820155273387893,28.107114386828403
2015/12/13 06:15,355.57801358148095,400.28217000000001,109.9389110442329,119.78865622863513
2015/12/13 06:30,441.9574481413963,411.38772999999998,31.915795576956878,15.609068619408259
2015/12/13 06:45,365.53518185684351,432.36365000000001,143.54132867139074,131.17744586226723
2015/12/13 07:00,513.27707920365981,437.00576999999998,19.90155313567615,21.638029487218354
2015/12/13 07:15,529.33950962212759,462.43677000000002,28.588661624257856,32.740039315594416
2015/12/13 07:30,547.21056230990905,480.52145000000002,58.36724310319381,38.76701803616598
2015/12/13 07:45,354.90385398778466,488.91370000000001,105.57131986257693,86.12881168619823
