predict score is:  30.0325765644target_datetime, prediction_value, real_value, training_score(MAE), predicting_score(MAE)
2015/12/13 00:15,371.80033512127414,358.99335000000002,22.53293997237959,23.004553120566
2015/12/13 00:30,345.06578385330306,345.24963000000002,20.625002589708405,14.204589134470888
2015/12/13 00:45,317.03493796611269,327.20706000000001,10.887511659689585,6.823792494394388
2015/12/13 01:00,311.35876855835943,316.47235000000001,14.789252900066046,7.576478279296194
2015/12/13 01:15,290.51656891962153,303.28316999999998,11.359475079120108,7.901654127376219
2015/12/13 01:30,289.64817964813597,293.33334000000002,12.110828774329315,8.899358199684897
2015/12/13 01:45,288.46699043474354,287.17779999999999,11.503298748134219,5.48081874007747
2015/12/13 02:00,289.22382460607508,287.48117000000002,9.878773084000747,6.648464873346191
2015/12/13 02:15,283.01670985800587,286.51904000000002,8.938627787002558,6.392361884359889
2015/12/13 02:30,292.81977323520857,283.79656999999997,17.586994205231314,12.958544885948612
2015/12/13 02:45,273.60068782121186,282.04687999999999,9.203797032023877,9.018999489506038
2015/12/13 03:00,275.02302933822443,278.77017000000001,7.966242575041062,8.162844630552806
2015/12/13 03:15,278.10454746061851,280.16665999999998,8.523069471401856,7.982520317208037
2015/12/13 03:30,299.94139952402838,282.12407999999999,18.753134924763366,18.677490815255478
2015/12/13 03:45,272.58036304203819,280.49495999999999,9.090997537905963,8.400153102557894
2015/12/13 04:00,274.13410157376859,278.63317999999998,9.12333917572623,6.2366247980177345
2015/12/13 04:15,286.38155818451577,278.98259999999999,8.496144298594693,7.248955485418864
2015/12/13 04:30,287.48634309241072,284.56894,9.3144140192068,5.027359468818682
2015/12/13 04:45,296.52419985832194,292.64980000000003,11.838760975355616,11.420611326618564
2015/12/13 05:00,309.68587763039494,301.96017000000001,9.615144634117756,13.257276288339739
2015/12/13 05:15,353.90142096351684,324.98284999999998,20.92424375981847,13.297266021254703
2015/12/13 05:30,357.03591819894933,338.56830000000002,14.03631418333254,9.889502620947585
2015/12/13 05:45,361.95781070954376,359.73433999999997,13.196733175778522,12.212658275160933
2015/12/13 06:00,397.98617055259376,367.18552,14.403327859914977,14.31152024283342
2015/12/13 06:15,440.32861949711275,400.28217000000001,27.02049104545345,11.886281854779309
2015/12/13 06:30,479.08813751607642,411.38772999999998,32.32996533867587,19.387180491074854
2015/12/13 06:45,431.74055015710059,432.36365000000001,26.338399148034743,33.541673711840176
2015/12/13 07:00,529.28715166811662,437.00576999999998,44.53898531973065,35.39182644465126
2015/12/13 07:15,542.52453053170848,462.43677000000002,48.43156925698241,28.277589127167715
2015/12/13 07:30,533.66365217025646,480.52145000000002,38.50694378451855,36.840598131897416
2015/12/13 07:45,507.99773807922423,488.91370000000001,15.201535231590352,15.545972802363636
2015/12/13 08:00,610.38152902811805,485.36500000000001,63.955009150945905,40.706560173111626
2015/12/13 08:15,620.17364051959987,515.2681,67.41284217583666,43.33979243750279
2015/12/13 08:30,579.98612728526984,513.05773999999997,50.95050447627236,48.439719979951235
2015/12/13 08:45,541.87819740741759,528.49710000000005,48.45639646824503,43.26236246792445
2015/12/13 09:00,597.02395983843348,537.78710000000001,46.1506290139819,45.1170110032667
2015/12/13 09:15,611.75560642807932,536.37329999999997,62.3636956465953,39.58968830481062
2015/12/13 09:30,559.8319016421791,542.05975000000001,46.94932432158504,33.351044604688596
2015/12/13 09:45,586.52688407713447,538.32929999999999,47.61203312843347,36.37806884913405
2015/12/13 10:00,648.40349238716988,541.84784000000002,63.09401513661796,53.296119409657294
2015/12/13 10:15,591.92436879498166,551.86800000000005,50.10359569654245,33.65275725020176
2015/12/13 10:30,645.43603039635684,556.18364999999994,62.65976424394201,51.60705881707604
2015/12/13 10:45,573.88165884014302,554.55240000000003,48.99616820623311,29.55073191263627
2015/12/13 11:00,640.07699967803649,558.49130000000002,56.85884387795949,46.760080970686076
2015/12/13 11:15,576.4716215177483,559.58605999999997,49.735662430571395,29.749338886751264
2015/12/13 11:30,601.90693661114301,562.97429999999997,47.21704476996597,32.55076812354161
2015/12/13 11:45,732.81735330192976,565.21180000000004,115.42350057026766,154.19504655211534
2015/12/13 12:00,588.39384420867896,554.51586999999995,47.31775726169746,31.556838183799737
2015/12/13 12:15,565.844000277546,546.40160000000003,47.81202983466267,24.670835287481424
2015/12/13 12:30,583.65672401951019,547.29065000000003,47.017407004439036,28.485760572353264
2015/12/13 12:45,568.16006410375417,557.90545999999995,46.61646202714705,24.803453595307673
2015/12/13 13:00,584.00460712493896,554.43304000000001,48.29646706194224,28.053331564840523
2015/12/13 13:15,580.08624996469837,555.90093999999999,50.13516488856573,28.44667830066818
2015/12/13 13:30,634.58138993647049,552.78674000000001,60.39631902475807,47.926929946055125
2015/12/13 13:45,587.56974180935765,562.51984000000004,47.74533462192472,29.39946772119233
2015/12/13 14:00,576.2526571816245,561.37725999999998,46.00100556756318,29.600830414024273
2015/12/13 14:15,613.30262995815713,559.6336,56.33643109928806,39.60358706606142
2015/12/13 14:30,580.2553385055835,557.4393,46.6662547215248,26.18516164006075
2015/12/13 14:45,619.09578515316673,564.06433000000004,54.60523382392898,40.53560952598285
2015/12/13 15:00,633.68279603419433,571.76215000000002,59.223734384814286,49.548691334713155
2015/12/13 15:15,530.61153743093257,580.83669999999995,93.76681759633634,56.64487313065722
2015/12/13 15:30,605.9603543014581,584.84540000000004,52.0819517248911,44.72650541704917
2015/12/13 15:45,632.20902959733496,581.32129999999995,59.94154282620203,42.27182395646292
2015/12/13 16:00,599.6991671714153,585.43380000000002,47.34909882930358,40.82369920165451
2015/12/13 16:15,622.86438975273677,587.97749999999996,56.09109416527811,36.97941748729138
2015/12/13 16:30,647.56077947238555,591.54614000000004,54.17170790756757,39.70742165232444
2015/12/13 16:45,617.21380715329246,606.99379999999996,69.95034022512671,28.358238366845324
2015/12/13 17:00,592.84580139807508,604.72546,42.87220225278934,47.16045316866426
2015/12/13 17:15,601.16941302970383,607.04614000000004,43.90842564825116,45.25234735766876
2015/12/13 17:30,608.10279067039312,609.02570000000003,40.759386463417755,43.480590611903715
2015/12/13 17:45,644.08418319747045,620.0077,52.787748004449554,28.63394721063642
2015/12/13 18:00,606.80895063173728,624.31555000000003,38.02937301720106,41.68381696451952
2015/12/13 18:15,641.67336043588966,613.0711,53.549513162741675,31.305399264071195
2015/12/13 18:30,654.8583919736086,613.1893,53.15833852772013,35.657953496741776
2015/12/13 18:45,597.52545022259426,607.27923999999996,38.42772437949411,43.83744812291939
2015/12/13 19:00,605.68418200626445,609.28827000000001,38.01908312137894,33.291295672264326
2015/12/13 19:15,602.80210253312418,613.91565000000003,41.25480242011535,25.65381923906795
2015/12/13 19:30,637.65957656051842,619.80769999999995,50.307712545732734,33.23976721495846
2015/12/13 19:45,572.253631734338,612.45719999999994,36.8630645944394,31.341719634337345
2015/12/13 20:00,573.05694120419219,605.41656,31.577078083189733,27.86063321897803
2015/12/13 20:15,563.48123212875362,611.19110000000001,35.14508573294332,27.612797148473742
2015/12/13 20:30,615.16442542083587,605.55409999999995,47.06762646267942,33.92101989522498
2015/12/13 20:45,601.18985011271388,594.46640000000002,46.63118209238441,31.30983799730189
2015/12/13 21:00,604.90026767093264,594.37139999999999,43.67864071759236,32.54359410497697
2015/12/13 21:15,587.8390180526784,590.50103999999999,44.097271155738376,29.56295738286522
2015/12/13 21:30,539.95512601403539,585.55240000000003,29.55516089855514,20.39239609438585
2015/12/13 21:45,573.28295002681591,570.35943999999995,41.17493733527311,22.235372931367344
2015/12/13 22:00,559.40905314713473,575.36389999999994,39.390798546007154,25.040044891026536
2015/12/13 22:15,507.88331046791228,544.77892999999995,25.45203331761911,23.53272813535353
2015/12/13 22:30,539.97926458200698,538.45069999999998,35.72541843685977,33.82357741656751
2015/12/13 22:45,518.69738874496386,531.29755,34.90130898788019,30.59313236404241
2015/12/13 23:00,498.51484047532358,508.47894000000002,32.21011166214038,27.178461701005382
2015/12/13 23:15,478.65653376484369,492.14935000000003,30.318757811153816,32.079034344297256
2015/12/13 23:30,440.59476910561551,471.87682999999998,24.168812070792605,15.067822357043903
2015/12/13 23:45,414.81032406179054,446.74615,24.36690545210575,21.055537139800805
2015/12/14 00:00,385.13700983193064,405.87723,23.296105323162575,41.50350098248856
