Test prediction NMSE is:  0.527023215629 & 0.385910597194 , MAE is:  64.1329423805
target_datetime, predicted_value, real_value, training_MAE, predicting_MAE
2015/12/13 00:15,360.8131738168525,358.99335000000002,26.20102417624108,5.319039149980253
2015/12/13 00:30,358.89698787929262,345.24963000000002,20.421843088344986,11.042133082685902
2015/12/13 00:45,337.96398353028701,327.20706000000001,15.962411914086017,16.79703612019862
2015/12/13 01:00,316.95367117614461,316.47235000000001,10.487801208005775,12.158766276663503
2015/12/13 01:15,243.47825122665202,303.28316999999998,56.36284749195093,50.257497117099966
2015/12/13 01:30,270.15560188322598,293.33334000000002,37.70171447092521,25.582257131882834
2015/12/13 01:45,277.55219981499891,287.17779999999999,27.98507735771068,27.49567881007468
2015/12/13 02:00,268.85967765894878,287.48117000000002,34.315335404711085,24.87998839989268
2015/12/13 02:15,279.8080647873046,286.51904000000002,24.164023245605847,8.170514026213189
2015/12/13 02:30,140.96279390681124,283.79656999999997,139.34748856946317,138.80142237538337
2015/12/13 02:45,284.52855690976844,282.04687999999999,17.00396950543169,6.9467980912277225
2015/12/13 03:00,288.68068674479406,278.77017000000001,27.7547831782858,5.847539590601585
2015/12/13 03:15,236.57037943703835,280.16665999999998,60.497364952026395,47.789608862805764
2015/12/13 03:30,245.62792324485892,282.12407999999999,44.44462938769977,40.692325860792266
2015/12/13 03:45,283.6618604884888,280.49495999999999,20.73589813586918,5.012533098856022
2015/12/13 04:00,216.14575824942213,278.63317999999998,103.12141690604584,89.04122651550549
2015/12/13 04:15,200.88319484457455,278.98259999999999,102.06261075221374,84.89286856257088
2015/12/13 04:30,304.07203127796419,284.56894,8.211998049107681,12.077968904173876
2015/12/13 04:45,294.1208244685339,292.64980000000003,11.938080460682434,7.637211236003455
2015/12/13 05:00,330.3181792043394,301.96017000000001,9.416338152677001,7.262810447137395
2015/12/13 05:15,346.64180786037889,324.98284999999998,16.299217813335577,7.058771017189829
2015/12/13 05:30,180.66602994063334,338.56830000000002,175.95553796882749,176.5955194850551
2015/12/13 05:45,373.24916023771345,359.73433999999997,7.959744604170988,8.517656104108704
2015/12/13 06:00,443.40231970419995,367.18552,18.757788102506233,21.856338844354873
2015/12/13 06:15,403.13724637489463,400.28217000000001,14.661455260963441,26.678377055387113
2015/12/13 06:30,459.41599719519832,411.38772999999998,25.776964469733354,18.101626712732266
2015/12/13 06:45,444.7348945848554,432.36365000000001,24.461819066086072,31.844297335197666
2015/12/13 07:00,522.88473442794975,437.00576999999998,24.434191616044703,25.309468118258742
2015/12/13 07:15,448.89836906595514,462.43677000000002,91.64811073949981,83.0197083640068
2015/12/13 07:30,518.3428249377298,480.52145000000002,66.2899456440533,31.129333566902364
2015/12/13 07:45,638.88424484124982,488.91370000000001,60.88791477328204,71.08931377379227
2015/12/13 08:00,442.81448213519019,485.36500000000001,156.89868357789624,132.2369226778681
2015/12/13 08:15,466.81827627158538,515.2681,132.35187511721108,122.57083352399636
2015/12/13 08:30,557.13295514143192,513.05773999999997,41.65905515213051,43.86125941795
2015/12/13 08:45,474.71305136521454,528.49710000000005,51.5999585733316,57.10931644524736
2015/12/13 09:00,609.44701409371214,537.78710000000001,61.895927353688336,52.43476388192761
2015/12/13 09:15,327.78454361641491,536.37329999999997,315.1413648723463,290.7405714382252
2015/12/13 09:30,491.10970625314326,542.05975000000001,73.4463071302349,82.62860220566348
2015/12/13 09:45,610.7798772563292,538.32929999999999,39.841681680662525,31.055681784682218
2015/12/13 10:00,560.46344881907225,541.84784000000002,46.9415789103722,33.582360834174395
2015/12/13 10:15,537.24310692223537,551.86800000000005,90.84091137347846,62.35685448149686
2015/12/13 10:30,571.96576124154342,556.18364999999994,58.43428053849619,35.41417031664326
2015/12/13 10:45,359.83101214497123,554.55240000000003,297.63592364306146,246.16688820352687
2015/12/13 11:00,550.14032236774665,558.49130000000002,63.546282965448285,46.62361734099362
2015/12/13 11:15,498.05730345641331,559.58605999999997,112.24222561367121,82.59218235418699
2015/12/13 11:30,554.42384581171348,562.97429999999997,78.53966458182126,46.23337814441471
2015/12/13 11:45,594.18808330677268,565.21180000000004,40.801552344888584,32.64526269330517
2015/12/13 12:00,459.13064081980582,554.51586999999995,129.53752811735797,103.31680757423746
2015/12/13 12:15,587.61482179539973,546.40160000000003,57.745792691010486,26.945441067344888
2015/12/13 12:30,512.88475308731472,547.29065000000003,96.56914327781611,64.25896774756384
2015/12/13 12:45,465.88310200277897,557.90545999999995,110.47542372978138,112.86875026497606
2015/12/13 13:00,499.05559201137027,554.43304000000001,125.10933895957501,72.08476421912488
2015/12/13 13:15,550.27787489983041,555.90093999999999,39.18819093902991,48.5714789780506
2015/12/13 13:30,621.0438108754397,552.78674000000001,52.64865867347759,38.21171304281518
2015/12/13 13:45,589.84821360779495,562.51984000000004,61.904980318089585,23.668645430026032
2015/12/13 14:00,476.9457634200445,561.37725999999998,111.11494870248845,94.34387625155145
2015/12/13 14:15,514.14309118006224,559.6336,76.37767712217736,63.22180966818365
2015/12/13 14:30,638.46597108152298,557.4393,41.93007189449815,46.875005069725134
2015/12/13 14:45,600.26567311416204,564.06433000000004,46.538567934904286,26.394730617997215
2015/12/13 15:00,506.76708161962273,571.76215000000002,46.5356493718437,54.19613264642082
2015/12/13 15:15,541.90987307397086,580.83669999999995,53.14529082592037,57.40326606152748
2015/12/13 15:30,120.77661387634343,584.84540000000004,333.7953790581238,358.98545849660957
2015/12/13 15:45,555.68827436991751,581.32129999999995,49.1084662758256,52.181708360159305
