date,prediction,origin,training score,predicting score
2015/1/12 05:30,530.583139891,329.19107,0.169808343019,-0.175186124834
2015/1/12 05:45,491.444423766,341.6162,0.183116967545,-0.16365096882
2015/1/12 06:00,531.845738723,350.8321,0.18005508332,-0.041991338047
2015/1/12 06:15,583.898950199,390.0326,0.206550386155,-0.0148207968968
2015/1/12 06:30,535.521800483,403.6056,0.270679020224,0.038753036831
2015/1/12 06:45,553.171701523,443.11935,0.28985031752,-0.0389821107849
2015/1/12 07:00,567.651963591,461.0974,0.328998387853,0.134705075133
2015/1/12 07:15,537.242464006,466.79227,0.376518574377,0.1675803901
2015/1/12 07:30,527.983230365,478.67587,0.411545421639,0.369444340687
2015/1/12 07:45,511.792587022,514.1081,0.462241983125,0.341512409791
2015/1/12 08:00,516.876791856,511.77917,0.522417139243,0.421152099891
2015/1/12 08:15,510.697607557,531.33374,0.577819027141,0.52064055886
2015/1/12 08:30,551.167463792,536.04034,0.676382603228,0.582299733145
2015/1/12 08:45,529.26991217,547.18835,0.702452829202,0.669269245837
2015/1/12 09:00,524.478605766,550.44214,0.76775788047,0.738764583248
2015/1/12 09:15,490.613430021,554.6328,0.825522277422,0.79971984955
2015/1/12 09:30,521.470201445,529.87335,0.864378685751,0.847986353066
2015/1/12 09:45,526.098700839,540.6701,0.899621335765,0.922689387054
2015/1/12 10:00,512.928899332,537.01416,0.916228845071,0.928670069612
2015/1/12 10:15,534.600676569,547.85455,0.925594975588,0.959033868883
